title,org,deadline,fee,category,description,url,instagram,location,prize,eligibility,submitVia,requirements,jury,resultsDate,ai,slug,orgInTitle,dateAdded
Lenscratch Motherhood Exhibition,Lenscratch,2026-05-01,Free,exhibition,"Online exhibition exploring all dimensions of motherhood — traditional mother-child relationships, chosen families, caregiving, absence, loss, resilience, and inheritance. Submit one image via Google Form (72dpi, 1000px long side).",https://lenscratch.com/exhibitions/submit/,@laboratoryforartists,Online,,,Google Forms,1 image,,,,lenscratch-motherhood-exhibition,true,2026-03-19
Lenscratch Fatherhood Exhibition,Lenscratch,2026-06-13,Free,exhibition,"Online exhibition exploring fatherhood as an evolving role shaped by culture, responsibility, tenderness, and family expectations. Submit one image via Google Form (72dpi, 1000px long side).",https://lenscratch.com/exhibitions/submit/,@laboratoryforartists,Online,,,Google Forms,1 image,,,,lenscratch-fatherhood-exhibition,true,2026-03-19
Lenscratch Fault Lines: America Exhibition,Lenscratch,2026-06-19,Free,exhibition,"Online exhibition examining tensions, fractures, and transformations across America — resistance, social change, protest, activism, justice, identity, power, and freedom. Submit one image via Google Form (72dpi, 1000px long side). Timed for July 4th.",https://lenscratch.com/exhibitions/submit/,@laboratoryforartists,Online,,,Google Forms,1 image,,,,lenscratch-fault-lines-america-exhibition,true,2026-03-19
SE Center for Photography — Magic of Light,Southeast Center for Photography,2026-05-15,$35,exhibition,"Virtual juried exhibition exploring light and shadow as the foundation of photography. Submit up to 15 images. Juror: Wendi Schneider. 35–40 images selected for virtual gallery. 0% commission on sales. All photographers regardless of location, age, or skill level. Analog and digital welcome.",https://www.sec4p.com/light-26-prospectus,@sec4p,"Greenville, SC, USA",,,,Up to 15 images,,"May 30, 2026",,se-center-for-photography-magic-of-light,true,2026-03-19
photoED Magazine — Home VS Away (Issue #76),photoED Magazine,2026-06-15,$20 CAD,zine,"Fine art photography projects investigating the idea of home, the experience of being away, or the tension between the two. 10 selected projects published in print edition, 25 more in digital companion. Contributors receive printed copies with worldwide shipping. Free for subscribers and economically challenged artists.",https://www.photoed.ca/callforphotography,@photoaboretum,Online,Publication,,Zealous,Up to 8 images,,,,photoed-magazine-home-vs-away-issue-76,true,2026-03-19
photoED Magazine — Real VS Imagined,photoED Magazine,2026-09-09,$20 CAD,zine,"Fine art photography projects engaging with what is real versus what is imagined. 10 selected projects published in print edition, 25 more in digital companion. Contributors receive printed copies with worldwide shipping. Free for subscribers.",https://www.photoed.ca/callforphotography,@photoaboretum,Online,Publication,,Zealous,Up to 8 images,,,,photoed-magazine-real-vs-imagined,true,2026-03-19
LUMA Rencontres Dummy Book Award 2026,Les Rencontres d'Arles,2026-05-13,Free,zine,"Annual award supporting publication of an unpublished photobook dummy. Special attention to experimental and innovative editorial forms. Winner's dummy and shortlisted entries exhibited at Les Rencontres d'Arles 2026. €25,000 production budget for the winning book.",https://www.rencontres-arles.com/en/luma-rencontres-dummy-book-award-2026,@rencontresarles,"Arles, France","€25,000",,Website form,1 dummy,,June 2026,,luma-rencontres-dummy-book-award-2026,true,2026-03-20
8th Chelsea International Photography Competition,Agora Gallery,2026-11-03,$45–$55,exhibition,"International photography competition with exhibition at Agora Gallery in Chelsea, New York. 30 photographers selected for collective exhibition. Open to all genres and camera types. Five winners receive $500 cash each plus exhibition and online promotion.",https://nyartcompetitions.com/photography/,@nyartcompetitions,"New York, NY, USA",$500,,Website form,Up to 5 images,,"December 1, 2026",Not accepted,8th-chelsea-international-photography-competition-agora-gallery,false,2026-03-20
Creatura Magazine Issue 02 — What We Call Home,Creatura Magazine,2026-03-22,€15,zine,Open call for Issue 02 of this indie print magazine exploring the idea of home — not only as a physical space but as an emotional territory. Selected photographs featured in a collective section of the print edition.,https://docs.google.com/forms/d/e/1FAIpQLSeyzpfG4BYqqoJWJqOneJsbpQ1cYRA4HlIjLCm93uiO129tJQ/viewform,@_.creatura,Online,Publication,latin-america,,,,,,creatura-magazine-issue-02-what-we-call-home,true,2026-03-20
F-Stop Magazine Issue #137 — Open Theme,F-Stop Magazine,2026-05-15,Free,zine,No theme — all fine art and documentary photography welcome. Submit up to 12 photographs. One submission per person per issue. Featured artist selected from submissions. Published since 2004.,https://www.fstopmagazine.com/submissions.html,@fstopmagazine,Online,,,Email,Up to 12 images,,,,f-stop-magazine-issue-137-open-theme,true,2026-03-20
Photo Trouvée Virtual Artist Residency — Spring 2026,Photo Trouvée Magazine,2026-04-08,$650,residency,"10-week virtual residency (April 24 – June 26, 2026) for artists who work with or are inspired by found/family photographs. Weekly Zoom calls, bio/statement workshops, artist talks, group feedback, accountability groups. Only 9 artists selected. Partial scholarships available.",https://www.phototrouveemagazine.com/photo-trouve-virtual-residency-info,@phototrouveemagazine,Online,,,JotForm,,,,,photo-trouv-e-virtual-artist-residency-spring-2026,true,2026-03-20
HNDL Magazine — PRIDE Issue,HNDL Magazine,2026-03-30,Free,zine,"Submissions for the PRIDE issue of HNDL Magazine, an indie publication by and for neurodivergent, disabled, and chronically ill creatives. Accepting art, poetry, creative nonfiction, prose, photography, and zines. Especially seeking candid photography and creative nonfiction. Written pieces max 4 pages, no PDFs. Unpaid — contributors receive a printed copy.",https://forms.gle/8pvP3rJzHPC7aG4r6,@hndl_mag,Online,Publication,neurodivergent-disabled,Google Form,Up to 3 pieces,,,Not accepted,hndl-magazine-pride-issue,true,2026-03-21
Off The Clock 2026,APA Los Angeles,2026-03-31,$40,photography,"15th annual curated photo competition showcasing personal work. Juried by Chris Pichler, Founder and Publisher of Nazraeli Press, who selects 100 winning images. Winners receive a printed and PDF catalog, online gallery feature, social media exposure, and framed exhibition at an industry gala in Southern California. No categories, no series restrictions, no creation date restrictions — just your finest personal photography. APA members pay $20/image. No AI-generated content.",https://apanational.org/contests/information/apa-la-2026-off-the-clock-call-for-entries,@apa_la,"Los Angeles, California, USA",Exhibition + publication,,Website form,Unlimited single images,,May 2026,Not accepted,off-the-clock-2026-apa-los-angeles,false,2026-03-21
The Female Show 2026,Munich Art Gallery,2026-04-08,Free,exhibition,"Group exhibition of national and international female artists at Munich Art Gallery in the Kunstareal, running October 15 – November 14, 2026, including Lange Nacht der Münchner Museen. Curated by Josephine Kaiser & Team. Seeks contemporary art by women beyond gender stereotypes and thematic clichés. Smaller formats preferred (up to 50×50 cm). Submit a PDF (max 5 pages, 5 MB) with short CV, artist statement, ~5 example images, Instagram and website. No participation or exhibition fees — only international shipping at artist's expense. Applications accepted in English or German.",https://www.munichartgallery.de/?page_id=922,@munichartgallery,"Munich, Germany",Exhibition,women,Email,,,"June 8, 2026",,the-female-show-2026-munich-art-gallery,false,2026-03-21
Open Call — Il Reportage in Italia,Festival del Reportage,2026-05-08,Free,photography,"Open call for the 6th edition of Festival del Reportage in Ascoli Piceno (June 26–28, 2026). Seeking reportage photography projects made in Italy — completed or in progress, 15–25 images. At least some photos must be taken after January 1, 2025. Submit via Google Form with a file-sharing link (WeTransfer, Google Drive, etc.). Winner receives €500 cash prize, projection of work at the festival, and full hospitality including travel within Italy, accommodation, and meals. No restrictions on nationality, age, or experience.",https://www.instagram.com/p/DV9MkL2FYJi/,@festivaldelreportage,"Ascoli Piceno, Italy",€500,,Google Form,15–25 images,,,,open-call-il-reportage-in-italia-festival-del-reportage,false,2026-03-21
100 Emerging Artworks of 2026,Arts to Hearts Project,2026-05-04,$35,zine,"Annual international open call selecting 100 emerging and mid-career artists for a hardcover collector's book distributed globally via Amazon, Barnes & Noble, and art bookstores. All mediums accepted including photography. Submit up to 20 artworks. Top winner receives $1,000 cash prize, 4-page feature spread, and glass trophy. 2nd and 3rd place get 4-page spreads and trophies. All 100 selected artists receive book publication, certificate, and international distribution. Early bird deadline April 4 with reduced fees. 4th edition, previous collaborators include The Jealous Curator and Singulart.",https://apply.artstoheartsproject.com/open-call/100-emerging-artworks-of-2026,@artstoheartsproject,Online,"$1,000",,Website form,Up to 20 artworks,,,,100-emerging-artworks-of-2026-arts-to-hearts-project,false,2026-03-21
Michael P. Smith Fund for Documentary Photography 2026,New Orleans Photo Alliance,2026-02-02,$25,grant,Annual grant honoring legendary New Orleans documentary photographer Michael P. Smith. Awards cash prizes and exhibition opportunities to Gulf Coast photographers whose work combines artistic excellence and a sustained commitment to a cultural documentary project. Submit 10–20 images plus project statement (530 words) and bio via CaFE (Call for Entry). Subject matter not limited to Gulf Coast region. Winners donate two prints to NOPA's permanent collection and submit a final report by August 2026.,https://neworleansphotoalliance.org/michael-p-smith-fund-for-documentary-photography/,@photoalliance,"New Orleans, Louisiana, USA","$3,000",united-states,CaFE,10–20 images,,,,michael-p-smith-fund-for-documentary-photography-2026-new-orleans-photo-alliance,false,2026-03-21
Luz e Sombra — National Photography Competition,Égide — Associação Portuguesa das Artes,2026-04-30,Free,photography,"National photography competition exploring the relationship between light and shadow across themes of heritage, nature, architecture, and daily life. Submit a series of 6 photographs with a conceptual synopsis (1,500 chars) and bio (1,000 chars). Six finalists selected — works published in an artist-edition book, shown in a traveling exhibition at three venues, and featured in the Égide digital gallery. Open to professional and amateur photographers who are Portuguese citizens or residents of Portugal.",https://www.egideartes.pt/luzsombra,@ensaio.pt,Online,"€3,000",portugal,Website form,6 images,,May 2026,,luz-e-sombra-national-photography-competition-gide-associa-o-portuguesa-das-artes,false,2026-03-21
CPG Mentorship Programme 2026,Centre de la Photographie Genève,2026-03-22,Free,education,"1:1 mentoring programme pairing artists with established photographers, curators, and mediators for four meetings over six months (May–October 2026), in person or online. Mentees receive CHF 500 project support and free access to two online masterclasses. 2026 mentors include Hannah Darabi, Yann Mingard, Abdo Shanan, Holly Roussell, Jermaine Francis, and others. Open to professional artists and photographers (including self-taught) not enrolled in another programme or academic course. Fluency required in one of: French, English, Italian, Arabic, German, Farsi, or Mandarin.",https://www.centrephotogeneve.ch/,@centre_photographie_geneve,"Geneva, Switzerland",CHF 500,,Website form,,,May 2026,,cpg-mentorship-programme-2026-centre-de-la-photographie-gen-ve,false,2026-03-21
New Wave Photography Award 2026,Lightbox Photo Library,2026-04-30,"TWD 1,200",photography,"Biennial award for emerging photographers, judged by 16 international curators and professionals from Taiwan, Japan, South Korea, and Singapore. Submit a series of 15–25 images (created after 2021) with artist statement in Chinese and English (500 words each). Grand Prize receives TWD 100,000 (~$3,000) plus exhibition. Applicants must not have held solo exhibitions at museums, commercial galleries, or art fairs, and no more than 5 group shows. Students and persons with disabilities pay reduced fee of TWD 600.",https://www.lightboxlib.org/new-wave,@lightbox_lib,Online,"TWD 100,000",taiwan,Website form,15–25 images,,,,new-wave-photography-award-2026-lightbox-photo-library,false,2026-03-21
Solo Statement — Doesn't Play Well with Others,Bushwick Gallery,2026-03-27,$25,exhibition,"One-night solo takeover of Bushwick Gallery in Brooklyn — a full transformation of the space by a single artist. No shared walls, no compromise. All mediums welcome including photography, installation, performance, and digital. No prior gallery experience required. Submit artist statement (150 words), creative vision for the space, 3–5 recent work images, and two artistic influences. Gallery provides professional photography, press release, and promotional support. Exhibition April 17, 2026.",https://bushwickgallery.com/doesnt-play-well-with-others/,@bushwickgallery,"Brooklyn, New York, USA",Solo exhibition,,Website form,3–5 images,,,,solo-statement-doesn-t-play-well-with-others-bushwick-gallery,false,2026-03-21
The Woman Artist Award — 6th Edition,Arts to Hearts Project,2026-04-04,$35,photography,"Juried award for women artists working in any visual arts medium including photography. Winner receives $500 cash prize, glass trophy, interview feature in hardcover coffee table book, website interview, one-year portfolio feature on Women in Arts Network (global directory for women artists), and one-year subscription to Arts to Hearts print + digital magazine. No specific theme — submit your best work. 6th edition.",https://apply.artstoheartsproject.com/open-calls,@artstoheartsproject,Online,"$1,000",women,Website form,,,,,the-woman-artist-award-6th-edition-arts-to-hearts-project,false,2026-03-21
Solstice Magazine Issue 71 — Editorial Submissions,Solstice Magazine,2026-03-21,Free,zine,"Submit fashion and editorial photography for publication in Issue 71 of Solstice Magazine, a London-based fashion publication. Send editorial submissions via email.",https://www.solsticemagazine.co.uk/submissions,@solstice_mag,"London, United Kingdom",Publication,,Email,,,,,solstice-magazine-issue-71-editorial-submissions,true,2026-03-21
LSI Women in Photography Grant 2026,Leica Society International,2026-04-24,$35,grant,"Grant for women photographers to complete an in-progress personal project. Theme: Where We Stand — seeking work rooted in lived experience, proximity, trust-based relationships, and ethical representation. Submit 10 images, artist statement, project proposal, and budget via Picter. Winner receives $10,000 plus a new Leica camera and lens from Leica North America. Limited to first 100 applicants. Open globally, no Leica camera or LSI membership required.",https://leicasocietyinternational.org/2026-women-in-photography-grant,@leicasociety,Online,"$10,000",women,Picter,10 images,,"May 29, 2026",,lsi-women-in-photography-grant-2026-leica-society-international,false,2026-03-21
Roma E'Festival — Street Photography Awards 2026,Effe4.0 Street Photography,2026-07-31,€20–€70,photography,"International street photography contest, 3rd edition. Five categories: Single Image (color/open), Black & White, Smartphone, Photographic Project (5–15 images), and AI-Generated (separate judging). Top 3 finalists per category receive prizes from partners Fotodiego, Fowa, and Ricoh GR. All finalists exhibited at Officine Fotografiche in Rome (October 16–18, 2026) and published in international catalogue. Multi-category passes available. No generative AI in street categories.",https://romaefestival.com/iscrizione-al-contest/,@effe4.0_streetphotography,"Rome, Italy",Exhibition,,Website form,3–15 images per category,,,,roma-e-festival-street-photography-awards-2026-effe4-0-street-photography,false,2026-03-21
Dyonyzine Issue 06 — Second Helpings,Dyonyzine,2026-04-28,Free,zine,"Asian-American-founded creative arts magazine accepting submissions for Issue 06 themed around food — a meal is never just a meal. Accepting photography, visual art, drawings, paintings, digital illustrations, multimedia works, and more alongside poetry, prose, and essays. Open to all ages, backgrounds, locations, and experience levels. Volunteer-run, completely free to submit.",https://docs.google.com/forms/d/e/1FAIpQLSdYyrJjqZcFwki5p-IKZ-4O7Bol78mrQX7wm39JGM3iXaWIHg/viewform,@dyonyzine,Online,Publication,,Google Form,Up to 3 entries,,,,dyonyzine-issue-06-second-helpings,true,2026-03-21
FeelsZine Issue 26 — Desire,FeelsZine,2026-03-31,Free,zine,"Canadian creative zine accepting submissions for Issue 26 themed around desire. Accepts photography, illustration, collage, typography, and comics. Submit 1–2 works at 6.5×9.5 inches with 0.125-inch bleed. Unpaid publication. Submit via email.",https://feelszine.com/pages/submissions,@feelszine,Online,Publication,,Email,,,,,feelszine-issue-26-desire,true,2026-03-21
Cut+Paste Magazine Issue 17 — Gather,Cut+Paste Magazine,2026-04-09,Free,zine,"Photography magazine Issue 17 themed around autumn gathering — harvest scenes, friends and family, cozy candlelit moments. Accepts portraits (faceless preferred), nature, landscapes, abstract, still life, urban, and macro photography. No nudity or AI art. Pays $15 base plus $5–10 per additional piece if selected.",https://cutpastemagazine.com/theme-submissions,@cutpastemag,Online,Publication + payment,,Website form,,,,Not accepted,cut-paste-magazine-issue-17-gather,true,2026-03-21
Outdoor Photography Magazine — Creative Wildlife,Outdoor Photography Magazine,2026-03-31,Free,zine,Submit up to 5 creative wildlife images with captions for publication in Outdoor Photography Magazine (UK). Winner receives Celestron Nature DX 12×56 binoculars (RRP £229). JPG at 300ppi.,https://www.outdoorphotographymagazine.co.uk/submissions/,@outdoorphotographymag,Online,£229 + publication,,Website form,Up to 5 images,,,,outdoor-photography-magazine-creative-wildlife,true,2026-03-21
Outdoor Photography Magazine — Spring Landscapes,Outdoor Photography Magazine,2026-04-30,Free,zine,Submit up to 5 spring landscape images with captions for publication in Outdoor Photography Magazine (UK). Winner receives Komperdell Carbon CXP Pro walking poles (RRP £150). JPG at 300ppi.,https://www.outdoorphotographymagazine.co.uk/submissions/,@outdoorphotographymag,Online,£150 + publication,,Website form,Up to 5 images,,,,outdoor-photography-magazine-spring-landscapes,true,2026-03-21
Zone Magazine — Open Submissions,Zone Magazine,Continuous,Free,zine,International photography zine accepting submissions year-round. No restrictions on genre. Submit up to 20 JPG images in a ZIP file (20MB max). Open to all ages worldwide.,https://www.thezonezine.com/submissions/,@zone_mag,Online,Publication,,Email,Up to 20 images,,,,zone-magazine-open-submissions,true,2026-03-21
Burn Magazine — Open Submissions,Burn Magazine,Continuous,Free,zine,"Photography magazine founded by David Alan Harvey (Magnum). Accepts photo essays, slideshows, and multimedia pieces on any subject. Submit as PDF. Images at 1080px shortest side. Features published on homepage with consideration for print.",https://www.burnmagazine.org/submissions/,@burnmagazine,Online,Publication,,Email,,,,,burn-magazine-open-submissions,true,2026-03-21
Incandescent Zine — Color Film Photography,Incandescent Zine,2026-03-01,Free,zine,"Bi-annual zine exclusively for color film/analog photography. Submit up to 12 color film images. No digital photography. Published by Pine Island Press, Portland, Oregon.",https://incandescentzine.wordpress.com/submissions/,@incandescentzine,Online,Publication,analog-photography,Email,Up to 12 images,,,,incandescent-zine-color-film-photography,true,2026-03-21
Phases Magazine — Open Submissions,Phases Magazine,Continuous,Free,zine,International contemporary photography magazine publishing 3 portfolios per issue. Submit website link or low-res images.,https://phasesmag.com/about/,@phasesmag,Online,Publication,,Email,,,,,phases-magazine-open-submissions,true,2026-03-21
Noice Magazine — Open Submissions,Noice Magazine,Continuous,Paid,zine,"Print-to-order photography magazine with themed issues focusing on minimalism, social issues, and humor. Submit up to 10 images per themed call. Published as limited edition prints distributed worldwide.",https://noicemagazine.com/SUBMISSIONS,@noicemag,Online,Publication,,Website form,,,,,noice-magazine-open-submissions,true,2026-03-21
Solo Exhibition May 2026,All About Photo,2026-04-21,$45,exhibition,"Monthly featured photographer showcase. Winner receives a full month online solo exhibition (May 1–31, 2026), permanent gallery presence, exclusive interview, social media promotion, newsletter feature, international press coverage, and commission-free sales. Submit a cohesive project or portfolio of 6–14 images.",https://www.all-about-photo.com/all-about-photo-contest.php?cid=213,@allaboutphoto,Online,Exhibition,,Website form,6–14 images,"Sandrine Hermand-Grisel, Photographer & Founder, All About Photo","May 1, 2026",,solo-exhibition-may-2026-all-about-photo,false,2026-03-21
SIYU Award 2026,SIYU Award,2026-04-30,CHF 50,photography,"Award for young Swiss photographers (formerly vfg Young Talent Award). Ten finalists exhibited in a group show at Photobastei Zurich with a published catalogue. Three cash prizes awarded through the Alois Ottiger Grant, in memory of Swiss photographer Alois Ottiger (1941–2025). Free theme, all fields of photography. Submissions must be anonymous.",https://site.picter.com/siyu-award-2026,@siyu_award,"Zurich, Switzerland","CHF 5,000",under-40,Picter,3–8 images,"Virginie Otth, Photographer & Visual Artist; Bassma El Adissey, Freelance Curator; Gregor Brandli, Filmmaker & Photographer","June 13, 2026",,siyu-award-2026,true,2026-03-21
Alpine Fellowship Visual Art Prize 2026,Alpine Fellowship,2026-05-01,£10,photography,"Annual visual art prize on the theme of JOY. Open to all visual art media including photography, painting, sculpture, video, and installation. One piece per entry, multiple entries allowed as separate submissions. Work must be entirely created without AI.",https://alpinefellowship.submittable.com/submit/341395/alpine-fellowship-visual-art-prize-2026,@alpinefellowship,Online,"£3,000",,Submittable,1 image per entry,"Sue Grayson Ford MBE, Former Director, Serpentine Gallery & Photographers' Gallery London; Julian Spalding, Former Director of Art Galleries for Sheffield, Manchester & Glasgow",,Not accepted,alpine-fellowship-visual-art-prize-2026,true,2026-03-21
This Is a Person,Decagon Gallery,2026-05-31,$25,exhibition,"Portrait photography exploring interior life over surface identity. Seeking images that suggest psychological tension, ambiguity, vulnerability, or contradiction rather than likeness alone. Intentionally selective — approximately 10–12% acceptance rate. One image per selected artist exhibited.",https://www.decagongallery.com/this-is-a-person-entry,@decagon_gallery,Online,$500,,Website form,Up to 8 images,"Hossein Fardinfard, Portrait Photographer",,,this-is-a-person-decagon-gallery,false,2026-03-21
Monochrome Awards 2026,Monochrome Awards,2026-11-15,$22–$27,photography,"International black and white photography competition with professional and amateur divisions across 14 categories including Abstract, Architecture, Fine Art, Landscapes, Nature, Portrait, Street, and Wildlife. Winners published in annual book and featured in online Winners Gallery.",https://monoawards.com/,@monoawards,Online,"$3,000",,Website form,1 image per entry,Kazuya Kato; Maren Klemp; Heiko Hellwig; Artur Sikora; Simona Nalepkova; Farzad Ariannejad; Paulo Monteiro; Radin Badrnia; Yugo Ito; Tomas Paule; Elhanan Simhayev; Rick Fong; Nicola Di Sario,,,monochrome-awards-2026,true,2026-03-21
Annual Photography Awards 2026,Annual Photography Awards,2026-12-13,$25–$40,photography,"International photography competition (8th edition) celebrating photographers of all levels. Five main categories — Architecture, Fine Art, Nature, People, and Special — with 25 subcategories. Accepts all formats, looking for bold and innovative approaches.",https://annualphotoawards.com/,@annualphotoawards,Online,"$2,500",,Website form,1–8 images,Juliette Mills; Alex Bronfer; Carolina Rapezzi; Marc De Tollenaere; Isabella Tabacchi; Filippo Venturi; Warun Siriprachai; Diogo Baptista; Alessandra Bello; Kai Yokoyama; Annick Donkers; Richard Ansett; Apratim Saha; Jeoffrey Guillemard; Emily Kinni; Tomas Vrana; Cristina Vatielli; Jon Enoch; Nikolai Linares,"February 21, 2027",,annual-photography-awards-2026,true,2026-03-21
HER.SELF,Art Fluent,2026-07-17,$25,exhibition,"Online juried exhibit celebrating women in all their complexities — presence, resilience, beauty, and becoming. Open to all fine art mediums including photography. Artists receive 100% of sale price with no commission.",https://art-fluent.com/calls-for-art/herself-prospectus/,@art_fluent,Online,"$1,250",,CaFE,Up to 20 images,,"August 21, 2026",Not accepted,her-self-art-fluent,false,2026-03-21
Wider Skies Magazine — Issue 1,Wider Skies,2026-04-10,Free,zine,"New photo magazine exploring speculative futurism — not as science fiction, but as a way of noticing the near futures already forming around us. Submit up to 4 film photographs for the first issue. Looking for images that point to possible futures grounded in real life — moments of care, repair, survival, shared responsibility, quiet adaptation, or small signs of change. Film only. Free Kodak Pro 100 film available for those who need it.",https://widerskies.photo,@itsdrw,"Minneapolis, MN, USA",,analog-photography,Website form,Up to 4 images,,,Not accepted,wider-skies-magazine-issue-1,true,2026-03-21
Atlas of Ruins Vol.3 — Call for Photos,Reuse Italy,2026-10-01,€10–€30,zine,"Submit photographs of architectural ruins from anywhere in the world for the third edition of the Atlas of Ruins book. Photos can depict ruins from any historical period — abandoned buildings, crumbling monuments, forgotten infrastructure. Three registration tiers: Early (until Apr 16, €10/1 photo, €20/up to 10), Regular (until Jul 9, €13/€25), Late (until Oct 1, €16/€30). Fees exclude VAT. All participants receive an ebook copy. Best photos from each country featured in the printed book.",https://www.reuseitaly.com/competitions/atlas-of-ruins-call-for-photos/,@atlas_of_ruins,Online,"€1,200",,Website form,"JPEG, min 1200px longest edge, max 5MB, no watermarks",,,,atlas-of-ruins-vol-3-call-for-photos-reuse-italy,false,2026-03-22
SVĚTOVA 1 Artist Residency 2026,SVĚTOVA 1,2026-03-23,Free,residency,"One-month creative residency for an emerging visual artist in Prague. Includes private bedroom, shared 30m² studio in the gallery, production budget of approximately €820, round-trip travel, curatorial support, and opportunities for a public workshop, artist lecture, and exhibition. Open to residents of 39 European countries plus Tunisia. Must not be enrolled in educational programs during the residency. Residency runs November 1 – December 6, 2026.",https://www.svetova1.cz/residency-eu,@svetova_1,"Prague, Czech Republic",€820 + residency,emerging; europe,Google Form,"CV + portfolio (single PDF, max 15 pages, under 10 MB) + cover letter or video introduction",,"April 7, 2026",,svetova-1-artist-residency-2026,true,2026-03-22
Monograph No. 01,No-Type Magazine,2026-05-31,$20,zine,"Open call for lens-based artists to submit a cohesive photographic project for an individual artist monograph. The selected artist receives full publication support including editing, design, printing, and marketing, plus 20% of the edition. A shortlist of 6 artists will also receive published interviews.",https://www.notypemagazine.com/open-call,@notypemagazine,"Chicago, IL, USA",Publication,,Typeform,Cohesive body of work ready to be developed into book form,,,,monograph-no-01-no-type-magazine,false,2026-03-23
37th Annual Juried Photography Show,State of the Art Gallery,2026-05-01,$35,exhibition,"Annual juried photography show in Ithaca, NY. Up to $1,000 in prizes awarded. Original work not previously exhibited at the gallery is accepted across all photographic media. Selected work exhibited May 28 through June 27, 2026.",https://soagithaca.org/2026-photography-call/,,"Ithaca, NY, USA","$1,000",,EntryThingy,"1-4 JPG images, 1-6 MB each",,"May 5, 2026",Not accepted,37th-annual-juried-photography-show-state-of-the-art-gallery,false,2026-03-23
Homo Technologicus,LoosenArt,2026-07-22,Free,exhibition,"International call exploring the relationship between humans and technology. Seeking works investigating social, environmental, physical, cognitive, and emotional transformations brought by digital innovation. Group exhibition in Rome, November 2026.",https://www.loosenart.com/pages/calls,@loosenart,"Rome, Italy",Exhibition,,LoosenArt website,"1-3 works (photography, digital visual design, or video)",,,,homo-technologicus-loosenart,false,2026-03-23
Residency Program 2026,Aurora PhotoCenter,2026-03-31,Free,residency,"Two residencies for artists working in photography or photo-based media. Each provides a two-week intensive work period, $1,000 stipend, and housing in Indianapolis. Includes darkroom, studio, and digital lab access. Residencies run August through November 2026.",https://auroraphoto.org,@auroraphotocenter,"Indianapolis, IN, USA","$1,000 + residency",,Website form,Portfolio and application,,,,residency-program-2026-aurora-photocenter,false,2026-03-23
People 2026,Grid Photo Gallery,2026-03-31,€7 per image,photography,"International photography call exploring the human figure across all approaches including portraits, documentary, street photography, and studio work. Diverse interpretations welcome whether posed or unposed, observed or imagined. Selected work displayed in online exhibition.",https://gridphotogallery.com/contest/people-2026/,@gridphotogallery,Online,Exhibition,,Website form,"No limit on submissions, fee per image",,,,people-2026-grid-photo-gallery,false,2026-03-23
Nature 2026,Glasgow Gallery of Photography,2026-03-27,Free (£48 if selected),exhibition,"Exhibition exploring how we interact with nature. Seeking images that reveal beauty, power, cruelty, and influence on daily life. Selected work displayed in Glasgow gallery, online gallery, and exhibition catalogue. Exhibition runs July 3-31, 2026.",https://www.glasgowgalleryofphotography.com/exhibition/nature-2026,@theglasgowgalleryofphotography,"Glasgow, United Kingdom",Exhibition + publication,,Email via file transfer,"1-8 JPEG images, 300ppi, 3000px min on shortest side",,"April 1, 2026",,nature-2026-glasgow-gallery-of-photography,false,2026-03-23
Future Days 2026,Glasgow Gallery of Photography,2026-03-27,Free (£48 if selected),exhibition,"Open theme exhibition asking photographers to represent their vision of the future, whether hopeful or fearful. Interpret the theme at a global, local, or personal level. Selected work displayed in Glasgow gallery, online gallery, and exhibition catalogue. Exhibition runs July 3-31, 2026.",https://www.glasgowgalleryofphotography.com/exhibition/future-days-2026,@theglasgowgalleryofphotography,"Glasgow, United Kingdom",Exhibition + publication,,Email via file transfer,"1-8 JPEG images, 300ppi, 3000px min on shortest side",,"April 1, 2026",,future-days-2026-glasgow-gallery-of-photography,false,2026-03-23
Artist in Residence Program 2026,TILT Institute,2026-03-29,Free,residency,"Four-week residency for artists advancing contemporary photography. Two artists selected: one slot for a Philadelphia-based artist, one open to all. Includes $3,000 honorarium, waived printer/scanner fees, $1,000 ink and paper credit, and $1,500 travel/housing reimbursement. Residencies run June through November 2026.",https://tiltinstitute.org/programs/artist-in-residence/,@tiltinstitute,"Philadelphia, PA, USA","$3,000 + residency",,Submittable,"Letter of intent, portfolio, and CV",,"April 24, 2026",,artist-in-residence-program-2026-tilt-institute,false,2026-03-23
Outside the Box: Cameraless Photography,PhotoSynthesis,2026-03-31,$30,exhibition,"Exhibition seeking photographic works incorporating cameraless techniques including photograms, chemigrams, lumen prints, and composites blending camera and non-camera methods. 30-40 pieces selected for gallery exhibition and website display.",https://app.entrythingy.com/photosynthesisct/outside-the-box-cameraless-photography/,@photosynthesisct,"East Hartford, CT, USA",Exhibition,alternative-process,EntryThingy,"1-5 JPG images, max 10MB each",,,Not accepted,outside-the-box-cameraless-photography-photosynthesis,false,2026-03-23
